Year,Start Date,End Date,Primal Sign
1948,May 21,Jun 21,Chipmunk
1948,Jun 22,Jul 21,Seahorse
1948,Jul 22,Aug 22,Otter
1948,Aug 23,Sep 22,Mouse
1948,Sep 23,Oct 23,Vulture
1948,Oct 24,Nov 21,Anaconda
1948,Nov 22,Dec 21,Skunk
1948,Dec 22,Dec 31,Aardvark
1949,Jan 01,Jan 19,Aardvark
1949,Jan 20,Jan 28,Meerkat
1949,Jan 29,Feb 19,Walrus
1949,Feb 20,Mar 20,Moose
1949,Mar 21,Apr 19,Hippopotamus
1949,Apr 20,May 20,Yak
1949,May 21,Jun 21,Coyote
1949,Jun 22,Jul 21,Black Bear
1949,Jul 22,Aug 22,Sun Bear
1949,Aug 23,Sep 22,Sea Star
1949,Sep 23,Oct 23,Elephant
1949,Oct 24,Nov 21,Platypus
1949,Nov 22,Dec 21,Raccoon
1949,Dec 22,Dec 31,Ant
1950,Jan 01,Jan 19,Ant
1950,Jan 20,Feb 16,Walrus
1950,Feb 17,Feb 19,Panther
1950,Feb 20,Mar 20,Stingray
1950,Mar 21,Apr 19,Rhinoceros
1950,Apr 20,May 20,Wolf
1950,May 21,Jun 21,Chimpanzee
1950,Jun 22,Jul 21,Vampire Bat
1950,Jul 22,Aug 22,Wolverine
1950,Aug 23,Sep 22,Narwhal
1950,Sep 23,Oct 23,Tasmanian Devil
1950,Oct 24,Nov 21,Honey Badger
1950,Nov 22,Dec 21,Mongoose
1950,Dec 22,Dec 31,Komodo Dragon
1951,Jan 01,Jan 19,Komodo Dragon
1951,Jan 20,Feb 05,Panther
1951,Feb 06,Feb 19,Sloth
1951,Feb 20,Mar 20,Silkworm
1951,Mar 21,Apr 19,Llama
1951,Apr 20,May 20,Hedgehog
1951,May 21,Jun 21,Toucan
1951,Jun 22,Jul 21,Turtle
1951,Jul 22,Aug 22,Angora Rabbit
1951,Aug 23,Sep 22,Earthworm
1951,Sep 23,Oct 23,Butterfly
1951,Oct 24,Nov 21,Koala
1951,Nov 22,Dec 21,Sugar Glider
1951,Dec 22,Dec 31,Weaver Finch
1952,Jan 01,Jan 19,Weaver Finch
1952,Jan 20,Jan 26,Sloth
1952,Jan 27,Feb 19,Leopard
1952,Feb 20,Mar 20,Firefly
1952,Mar 21,Apr 19,Tyrannosaurus Rex
1952,Apr 20,May 20,Rattlesnake
1952,May 21,Jun 21,Hummingbird
1952,Jun 22,Jul 21,Hornet
1952,Jul 22,Aug 22,Orca
1952,Aug 23,Sep 22,Polar Bear
1952,Sep 23,Oct 23,Porcupine
1952,Oct 24,Nov 21,Jaguar
1952,Nov 22,Dec 21,Whale
1952,Dec 22,Dec 31,Eagle
1953,Jan 01,Jan 19,Eagle
1953,Jan 20,Feb 13,Leopard
1953,Feb 14,Feb 19,Boa Constrictor
1953,Feb 20,Mar 20,Frog
1953,Mar 21,Apr 19,Praying Mantis
1953,Apr 20,May 20,Jackal
1953,May 21,Jun 21,Lemur
1953,Jun 22,Jul 21,Snail
1953,Jul 22,Aug 22,Fox
1953,Aug 23,Sep 22,Jellyfish
1953,Sep 23,Oct 23,Ladybug
1953,Oct 24,Nov 21,Anglerfish
1953,Nov 22,Dec 21,Tarantula
1953,Dec 22,Dec 31,Alligator
1954,Jan 01,Jan 19,Alligator
1954,Jan 20,Feb 02,Boa Constrictor
1954,Feb 03,Feb 19,Unicorn
1954,Feb 20,Mar 20,Gecko
1954,Mar 21,Apr 19,Hammerhead Shark
1954,Apr 20,May 20,Kangaroo
1954,May 21,Jun 21,Great White Shark
1954,Jun 22,Jul 21,Hermit Crab
1954,Jul 22,Aug 22,Hyena
1954,Aug 23,Sep 22,Giraffe
1954,Sep 23,Oct 23,Goose
1954,Oct 24,Nov 21,Dragonfly
1954,Nov 22,Dec 21,Dove
1954,Dec 22,Dec 31,Salmon
1955,Jan 01,Jan 19,Salmon
1955,Jan 20,Jan 23,Unicorn
1955,Jan 24,Feb 19,Handfish
1955,Feb 20,Mar 20,Leafy Seadragon
1955,Mar 21,Apr 19,Catfish
1955,Apr 20,May 20,Buffalo
1955,May 21,Jun 21,Centipede
1955,Jun 22,Jul 21,Duck
1955,Jul 22,Aug 22,Swan
1955,Aug 23,Sep 22,Flamingo
1955,Sep 23,Oct 23,Clownfish
1955,Oct 24,Nov 21,Panda
1955,Nov 22,Dec 21,Tortoise
1955,Dec 22,Dec 31,Mole
1956,Jan 01,Jan 19,Mole
1956,Jan 20,Feb 11,Handfish
1956,Feb 12,Feb 19,Dolphin
1956,Feb 20,Mar 20,Cheetah
1956,Mar 21,Apr 19,Gorilla
1956,Apr 20,May 20,Ostrich
1956,May 21,Jun 21,Seal
1956,Jun 22,Jul 21,Emperor Tamarin
1956,Jul 22,Aug 22,Ferret
1956,Aug 23,Sep 22,Penguin
1956,Sep 23,Oct 23,Axolotl
1956,Oct 24,Nov 21,Raven
1956,Nov 22,Dec 21,Roadrunner
1956,Dec 22,Dec 31,Woodpecker
1957,Jan 01,Jan 19,Woodpecker
1957,Jan 20,Jan 30,Dolphin
1957,Jan 31,Feb 19,Bird-of-Paradise
1957,Feb 20,Mar 20,Ocelot
1957,Mar 21,Apr 19,Goldfinch
1957,Apr 20,May 20,Beaver
1957,May 21,Jun 21,Parrot
1957,Jun 22,Jul 21,Iguana
1957,Jul 22,Aug 22,Peacock
1957,Aug 23,Sep 22,Corgi
1957,Sep 23,Oct 23,Pelican
1957,Oct 24,Nov 21,Owl
1957,Nov 22,Dec 21,Swordfish
1957,Dec 22,Dec 31,Bee
1958,Jan 01,Jan 19,Bee
1958,Jan 20,Feb 17,Bird-of-Paradise
1958,Feb 18,Feb 19,Chameleon
1958,Feb 20,Mar 20,Tarsier
1958,Mar 21,Apr 19,Doberman Pinscher
1958,Apr 20,May 20,Seagull
1958,May 21,Jun 21,Deer
1958,Jun 22,Jul 21,Pit Bull
1958,Jul 22,Aug 22,Shih Tzu
1958,Aug 23,Sep 22,Salamander
1958,Sep 23,Oct 23,Crane
1958,Oct 24,Nov 21,Octopus
1958,Nov 22,Dec 21,Golden Retriever
1958,Dec 22,Dec 31,Boxer
1959,Jan 01,Jan 19,Boxer
1959,Jan 20,Feb 07,Chameleon
1959,Feb 08,Feb 19,Pufferfish
1959,Feb 20,Mar 20,Zebra
1959,Mar 21,Apr 19,Dodo
1959,Apr 20,May 20,Wombat
1959,May 21,Jun 21,Cricket
1959,Jun 22,Jul 21,Lobster
1959,Jul 22,Aug 22,Quetzal
1959,Aug 23,Sep 22,Gazelle
1959,Sep 23,Oct 23,Marmot
1959,Oct 24,Nov 21,Squid
1959,Nov 22,Dec 21,Camel
1959,Dec 22,Dec 31,Spider
1960,Jan 01,Jan 19,Spider
1960,Jan 20,Jan 27,Pufferfish
1960,Jan 28,Feb 19,Meerkat
1960,Feb 20,Mar 20,Lemming
1960,Mar 21,Apr 19,Piranha
1960,Apr 20,May 20,Squirrel
1960,May 21,Jun 21,Chipmunk
1960,Jun 22,Jul 21,Seahorse
1960,Jul 22,Aug 22,Otter
1960,Aug 23,Sep 22,Mouse
1960,Sep 23,Oct 23,Vulture
1960,Oct 24,Nov 21,Anaconda
1960,Nov 22,Dec 21,Skunk
1960,Dec 22,Dec 31,Aardvark
1961,Jan 01,Jan 19,Aardvark
1961,Jan 20,Feb 14,Meerkat
1961,Feb 15,Feb 19,Walrus
1961,Feb 20,Mar 20,Moose
1961,Mar 21,Apr 19,Hippopotamus
1961,Apr 20,May 20,Yak
1961,May 21,Jun 21,Coyote
1961,Jun 22,Jul 21,Black Bear
1961,Jul 22,Aug 22,Sun Bear
1961,Aug 23,Sep 22,Sea Star
1961,Sep 23,Oct 23,Elephant
1961,Oct 24,Nov 21,Platypus
1961,Nov 22,Dec 21,Raccoon
1961,Dec 22,Dec 31,Ant
1962,Jan 01,Jan 19,Ant
1962,Jan 20,Feb 04,Walrus
1962,Feb 05,Feb 19,Panther
1962,Feb 20,Mar 20,Stingray
1962,Mar 21,Apr 19,Rhinoceros
1962,Apr 20,May 20,Wolf
1962,May 21,Jun 21,Chimpanzee
1962,Jun 22,Jul 21,Vampire Bat
1962,Jul 22,Aug 22,Wolverine
1962,Aug 23,Sep 22,Narwhal
1962,Sep 23,Oct 23,Tasmanian Devil
1962,Oct 24,Nov 21,Honey Badger
1962,Nov 22,Dec 21,Mongoose
1962,Dec 22,Dec 31,Komodo Dragon
1963,Jan 01,Jan 19,Komodo Dragon
1963,Jan 20,Jan 24,Panther
1963,Jan 25,Feb 19,Sloth
1963,Feb 20,Mar 20,Silkworm
1963,Mar 21,Apr 19,Llama
1963,Apr 20,May 20,Hedgehog
1963,May 21,Jun 21,Toucan
1963,Jun 22,Jul 21,Turtle
1963,Jul 22,Aug 22,Angora Rabbit
1963,Aug 23,Sep 22,Earthworm
1963,Sep 23,Oct 23,Butterfly
1963,Oct 24,Nov 21,Koala
1963,Nov 22,Dec 21,Sugar Glider
1963,Dec 22,Dec 31,Weaver Finch
1964,Jan 01,Jan 19,Weaver Finch
1964,Jan 20,Feb 12,Sloth
1964,Feb 13,Feb 19,Leopard
1964,Feb 20,Mar 20,Firefly
1964,Mar 21,Apr 19,Tyrannosaurus Rex
1964,Apr 20,May 20,Rattlesnake
1964,May 21,Jun 21,Hummingbird
1964,Jun 22,Jul 21,Hornet
1964,Jul 22,Aug 22,Orca
1964,Aug 23,Sep 22,Polar Bear
1964,Sep 23,Oct 23,Porcupine
1964,Oct 24,Nov 21,Jaguar
1964,Nov 22,Dec 21,Whale
1964,Dec 22,Dec 31,Eagle
1965,Jan 01,Jan 19,Eagle
1965,Jan 20,Feb 01,Leopard
1965,Feb 02,Feb 19,Boa Constrictor
1965,Feb 20,Mar 20,Frog
1965,Mar 21,Apr 19,Praying Mantis
1965,Apr 20,May 20,Jackal
1965,May 21,Jun 21,Lemur
1965,Jun 22,Jul 21,Snail
1965,Jul 22,Aug 22,Fox
1965,Aug 23,Sep 22,Jellyfish
1965,Sep 23,Oct 23,Ladybug
1965,Oct 24,Nov 21,Anglerfish
1965,Nov 22,Dec 21,Tarantula
1965,Dec 22,Dec 31,Alligator
1966,Jan 01,Jan 19,Alligator
1966,Jan 20,Jan 20,Boa Constrictor
1966,Jan 21,Feb 19,Unicorn
1966,Feb 20,Mar 20,Gecko
1966,Mar 21,Apr 19,Hammerhead Shark
1966,Apr 20,May 20,Kangaroo
1966,May 21,Jun 21,Great White Shark
1966,Jun 22,Jul 21,Hermit Crab
1966,Jul 22,Aug 22,Hyena
1966,Aug 23,Sep 22,Giraffe
1966,Sep 23,Oct 23,Goose
1966,Oct 24,Nov 21,Dragonfly
1966,Nov 22,Dec 21,Dove
1966,Dec 22,Dec 31,Salmon
1967,Jan 01,Jan 19,Salmon
1967,Jan 20,Feb 08,Unicorn
1967,Feb 09,Feb 19,Handfish
1967,Feb 20,Mar 20,Leafy Seadragon
1967,Mar 21,Apr 19,Catfish
1967,Apr 20,May 20,Buffalo
1967,May 21,Jun 21,Centipede
1967,Jun 22,Jul 21,Duck
1967,Jul 22,Aug 22,Swan
1967,Aug 23,Sep 22,Flamingo
1967,Sep 23,Oct 23,Clownfish
1967,Oct 24,Nov 21,Panda
1967,Nov 22,Dec 21,Tortoise
1967,Dec 22,Dec 31,Mole
1968,Jan 01,Jan 19,Mole
1968,Jan 20,Jan 29,Handfish
1968,Jan 30,Feb 19,Dolphin
1968,Feb 20,Mar 20,Cheetah
1968,Mar 21,Apr 19,Gorilla
1968,Apr 20,May 20,Ostrich
1968,May 21,Jun 21,Seal
1968,Jun 22,Jul 21,Emperor Tamarin
1968,Jul 22,Aug 22,Ferret
1968,Aug 23,Sep 22,Penguin
1968,Sep 23,Oct 23,Axolotl
1968,Oct 24,Nov 21,Raven
1968,Nov 22,Dec 21,Roadrunner
1968,Dec 22,Dec 31,Woodpecker
1969,Jan 01,Jan 19,Woodpecker
1969,Jan 20,Feb 16,Dolphin
1969,Feb 17,Feb 19,Bird-of-Paradise
1969,Feb 20,Mar 20,Ocelot
1969,Mar 21,Apr 19,Goldfinch
1969,Apr 20,May 20,Beaver
1969,May 21,Jun 21,Parrot
1969,Jun 22,Jul 21,Iguana
1969,Jul 22,Aug 22,Peacock
1969,Aug 23,Sep 22,Corgi
1969,Sep 23,Oct 23,Pelican
1969,Oct 24,Nov 21,Owl
1969,Nov 22,Dec 21,Swordfish
1969,Dec 22,Dec 31,Bee
1970,Jan 01,Jan 19,Bee
1970,Jan 20,Feb 05,Bird-of-Paradise
1970,Feb 06,Feb 19,Chameleon
1970,Feb 20,Mar 20,Tarsier
1970,Mar 21,Apr 19,Doberman Pinscher
1970,Apr 20,May 20,Seagull
1970,May 21,Jun 21,Deer
1970,Jun 22,Jul 21,Pit Bull
1970,Jul 22,Aug 22,Shih Tzu
1970,Aug 23,Sep 22,Salamander
1970,Sep 23,Oct 23,Crane
1970,Oct 24,Nov 21,Octopus
1970,Nov 22,Dec 21,Golden Retriever
1970,Dec 22,Dec 31,Boxer
1971,Jan 01,Jan 19,Boxer
1971,Jan 20,Jan 26,Chameleon
1971,Jan 27,Feb 19,Pufferfish
1971,Feb 20,Mar 20,Zebra
1971,Mar 21,Apr 19,Dodo
1971,Apr 20,May 20,Wombat
1971,May 21,Jun 21,Cricket
1971,Jun 22,Jul 21,Lobster
1971,Jul 22,Aug 22,Quetzal
1971,Aug 23,Sep 22,Gazelle
1971,Sep 23,Oct 23,Marmot
1971,Oct 24,Nov 21,Squid
1971,Nov 22,Dec 21,Camel
1971,Dec 22,Dec 31,Spider
Year,Start Date,End Date,Primal Sign
1972,Jan 01,Jan 19,Spider
1972,Jan 20,Feb 14,Pufferfish
1972,Feb 15,Feb 19,Meerkat
1972,Feb 20,Mar 20,Lemming
1972,Mar 21,Apr 19,Piranha
1972,Apr 20,May 20,Squirrel
1972,May 21,Jun 21,Chipmunk
1972,Jun 22,Jul 21,Seahorse
1972,Jul 22,Aug 22,Otter
1972,Aug 23,Sep 22,Mouse
1972,Sep 23,Oct 23,Vulture
1972,Oct 24,Nov 21,Anaconda
1972,Nov 22,Dec 21,Skunk
1972,Dec 22,Dec 31,Aardvark
1973,Jan 01,Jan 19,Aardvark
1973,Jan 20,Feb 02,Meerkat
1973,Feb 03,Feb 19,Walrus
1973,Feb 20,Mar 20,Moose
1973,Mar 21,Apr 19,Hippopotamus
1973,Apr 20,May 20,Yak
1973,May 21,Jun 21,Coyote
1973,Jun 22,Jul 21,Black Bear
1973,Jul 22,Aug 22,Sun Bear
1973,Aug 23,Sep 22,Sea Star
1973,Sep 23,Oct 23,Elephant
1973,Oct 24,Nov 21,Platypus
1973,Nov 22,Dec 21,Raccoon
1973,Dec 22,Dec 31,Ant
1974,Jan 01,Jan 19,Ant
1974,Jan 20,Jan 22,Walrus
1974,Jan 23,Feb 19,Panther
1974,Feb 20,Mar 20,Stingray
1974,Mar 21,Apr 19,Rhinoceros
1974,Apr 20,May 20,Wolf
1974,May 21,Jun 21,Chimpanzee
1974,Jun 22,Jul 21,Vampire Bat
1974,Jul 22,Aug 22,Wolverine
1974,Aug 23,Sep 22,Narwhal
1974,Sep 23,Oct 23,Tasmanian Devil
1974,Oct 24,Nov 21,Honey Badger
1974,Nov 22,Dec 21,Mongoose
1974,Dec 22,Dec 31,Komodo Dragon
1975,Jan 01,Jan 19,Komodo Dragon
1975,Jan 20,Feb 10,Panther
1975,Feb 11,Feb 19,Sloth
1975,Feb 20,Mar 20,Silkworm
1975,Mar 21,Apr 19,Llama
1975,Apr 20,May 20,Hedgehog
1975,May 21,Jun 21,Toucan
1975,Jun 22,Jul 21,Turtle
1975,Jul 22,Aug 22,Angora Rabbit
1975,Aug 23,Sep 22,Earthworm
1975,Sep 23,Oct 23,Butterfly
1975,Oct 24,Nov 21,Koala
1975,Nov 22,Dec 21,Sugar Glider
1975,Dec 22,Dec 31,Weaver Finch
1976,Jan 01,Jan 19,Weaver Finch
1976,Jan 20,Jan 30,Sloth
1976,Jan 31,Feb 19,Leopard
1976,Feb 20,Mar 20,Firefly
1976,Mar 21,Apr 19,Tyrannosaurus Rex
1976,Apr 20,May 20,Rattlesnake
1976,May 21,Jun 21,Hummingbird
1976,Jun 22,Jul 21,Hornet
1976,Jul 22,Aug 22,Orca
1976,Aug 23,Sep 22,Polar Bear
1976,Sep 23,Oct 23,Porcupine
1976,Oct 24,Nov 21,Jaguar
1976,Nov 22,Dec 21,Whale
1976,Dec 22,Dec 31,Eagle
1977,Jan 01,Jan 19,Eagle
1977,Jan 20,Feb 17,Leopard
1977,Feb 18,Feb 19,Boa Constrictor
1977,Feb 20,Mar 20,Frog
1977,Mar 21,Apr 19,Praying Mantis
1977,Apr 20,May 20,Jackal
1977,May 21,Jun 21,Lemur
1977,Jun 22,Jul 21,Snail
1977,Jul 22,Aug 22,Fox
1977,Aug 23,Sep 22,Jellyfish
1977,Sep 23,Oct 23,Ladybug
1977,Oct 24,Nov 21,Anglerfish
1977,Nov 22,Dec 21,Tarantula
1977,Dec 22,Dec 31,Alligator
1978,Jan 01,Jan 19,Alligator
1978,Jan 20,Feb 06,Boa Constrictor
1978,Feb 07,Feb 19,Unicorn
1978,Feb 20,Mar 20,Gecko
1978,Mar 21,Apr 19,Hammerhead Shark
1978,Apr 20,May 20,Kangaroo
1978,May 21,Jun 21,Great White Shark
1978,Jun 22,Jul 21,Hermit Crab
1978,Jul 22,Aug 22,Hyena
1978,Aug 23,Sep 22,Giraffe
1978,Sep 23,Oct 23,Goose
1978,Oct 24,Nov 21,Dragonfly
1978,Nov 22,Dec 21,Dove
1978,Dec 22,Dec 31,Salmon
1979,Jan 01,Jan 19,Salmon
1979,Jan 20,Jan 27,Unicorn
1979,Jan 28,Feb 19,Handfish
1979,Feb 20,Mar 20,Leafy Seadragon
1979,Mar 21,Apr 19,Catfish
1979,Apr 20,May 20,Buffalo
1979,May 21,Jun 21,Centipede
1979,Jun 22,Jul 21,Duck
1979,Jul 22,Aug 22,Swan
1979,Aug 23,Sep 22,Flamingo
1979,Sep 23,Oct 23,Clownfish
1979,Oct 24,Nov 21,Panda
1979,Nov 22,Dec 21,Tortoise
1979,Dec 22,Dec 31,Mole
1980,Jan 01,Jan 19,Mole
1980,Jan 20,Feb 15,Handfish
1980,Feb 16,Feb 19,Dolphin
1980,Feb 20,Mar 20,Cheetah
1980,Mar 21,Apr 19,Gorilla
1980,Apr 20,May 20,Ostrich
1980,May 21,Jun 21,Seal
1980,Jun 22,Jul 21,Emperor Tamarin
1980,Jul 22,Aug 22,Ferret
1980,Aug 23,Sep 22,Penguin
1980,Sep 23,Oct 23,Axolotl
1980,Oct 24,Nov 21,Raven
1980,Nov 22,Dec 21,Roadrunner
1980,Dec 22,Dec 31,Woodpecker
1981,Jan 01,Jan 19,Woodpecker
1981,Jan 20,Feb 04,Dolphin
1981,Feb 05,Feb 19,Bird-of-Paradise
1981,Feb 20,Mar 20,Ocelot
1981,Mar 21,Apr 19,Goldfinch
1981,Apr 20,May 20,Beaver
1981,May 21,Jun 21,Parrot
1981,Jun 22,Jul 21,Iguana
1981,Jul 22,Aug 22,Peacock
1981,Aug 23,Sep 22,Corgi
1981,Sep 23,Oct 23,Pelican
1981,Oct 24,Nov 21,Owl
1981,Nov 22,Dec 21,Swordfish
1981,Dec 22,Dec 31,Bee
1982,Jan 01,Jan 19,Bee
1982,Jan 20,Jan 24,Bird-of-Paradise
1982,Jan 25,Feb 19,Chameleon
1982,Feb 20,Mar 20,Tarsier
1982,Mar 21,Apr 19,Doberman Pinscher
1982,Apr 20,May 20,Seagull
1982,May 21,Jun 21,Deer
1982,Jun 22,Jul 21,Pit Bull
1982,Jul 22,Aug 22,Shih Tzu
1982,Aug 23,Sep 22,Salamander
1982,Sep 23,Oct 23,Crane
1982,Oct 24,Nov 21,Octopus
1982,Nov 22,Dec 21,Golden Retriever
1982,Dec 22,Dec 31,Boxer
1983,Jan 01,Jan 19,Boxer
1983,Jan 20,Feb 12,Chameleon
1983,Feb 13,Feb 19,Pufferfish
1983,Feb 20,Mar 20,Zebra
1983,Mar 21,Apr 19,Dodo
1983,Apr 20,May 20,Wombat
1983,May 21,Jun 21,Cricket
1983,Jun 22,Jul 21,Lobster
1983,Jul 22,Aug 22,Quetzal
1983,Aug 23,Sep 22,Gazelle
1983,Sep 23,Oct 23,Marmot
1983,Oct 24,Nov 21,Squid
1983,Nov 22,Dec 21,Camel
1983,Dec 22,Dec 31,Spider
1984,Jan 01,Jan 19,Spider
1984,Jan 20,Feb 01,Pufferfish
1984,Feb 02,Feb 19,Meerkat
1984,Feb 20,Mar 20,Lemming
1984,Mar 21,Apr 19,Piranha
1984,Apr 20,May 20,Squirrel
1984,May 21,Jun 21,Chipmunk
1984,Jun 22,Jul 21,Seahorse
1984,Jul 22,Aug 22,Otter
1984,Aug 23,Sep 22,Mouse
1984,Sep 23,Oct 23,Vulture
1984,Oct 24,Nov 21,Anaconda
1984,Nov 22,Dec 21,Skunk
1984,Dec 22,Dec 31,Aardvark
1985,Jan 01,Jan 19,Aardvark
1985,Jan 20,Feb 19,Meerkat
1985,Feb 20,Mar 20,Moose
1985,Mar 21,Apr 19,Hippopotamus
1985,Apr 20,May 20,Yak
1985,May 21,Jun 21,Coyote
1985,Jun 22,Jul 21,Black Bear
1985,Jul 22,Aug 22,Sun Bear
1985,Aug 23,Sep 22,Sea Star
1985,Sep 23,Oct 23,Elephant
1985,Oct 24,Nov 21,Platypus
1985,Nov 22,Dec 21,Raccoon
1985,Dec 22,Dec 31,Ant
1986,Jan 01,Jan 19,Ant
1986,Jan 20,Feb 08,Walrus
1986,Feb 09,Feb 19,Panther
1986,Feb 20,Mar 20,Stingray
1986,Mar 21,Apr 19,Rhinoceros
1986,Apr 20,May 20,Wolf
1986,May 21,Jun 21,Chimpanzee
1986,Jun 22,Jul 21,Vampire Bat
1986,Jul 22,Aug 22,Wolverine
1986,Aug 23,Sep 22,Narwhal
1986,Sep 23,Oct 23,Tasmanian Devil
1986,Oct 24,Nov 21,Honey Badger
1986,Nov 22,Dec 21,Mongoose
1986,Dec 22,Dec 31,Komodo Dragon
1987,Jan 01,Jan 19,Komodo Dragon
1987,Jan 20,Jan 28,Panther
1987,Jan 29,Feb 19,Sloth
1987,Feb 20,Mar 20,Silkworm
1987,Mar 21,Apr 19,Llama
1987,Apr 20,May 20,Hedgehog
1987,May 21,Jun 21,Toucan
1987,Jun 22,Jul 21,Turtle
1987,Jul 22,Aug 22,Angora Rabbit
1987,Aug 23,Sep 22,Earthworm
1987,Sep 23,Oct 23,Butterfly
1987,Oct 24,Nov 21,Koala
1987,Nov 22,Dec 21,Sugar Glider
1987,Dec 22,Dec 31,Weaver Finch
1988,Jan 01,Jan 19,Weaver Finch
1988,Jan 20,Feb 16,Sloth
1988,Feb 17,Feb 19,Leopard
1988,Feb 20,Mar 20,Firefly
1988,Mar 21,Apr 19,Tyrannosaurus Rex
1988,Apr 20,May 20,Rattlesnake
1988,May 21,Jun 21,Hummingbird
1988,Jun 22,Jul 21,Hornet
1988,Jul 22,Aug 22,Orca
1988,Aug 23,Sep 22,Polar Bear
1988,Sep 23,Oct 23,Porcupine
1988,Oct 24,Nov 21,Jaguar
1988,Nov 22,Dec 21,Whale
1988,Dec 22,Dec 31,Eagle
1989,Jan 01,Jan 19,Eagle
1989,Jan 20,Feb 05,Leopard
1989,Feb 06,Feb 19,Boa Constrictor
1989,Feb 20,Mar 20,Frog
1989,Mar 21,Apr 19,Praying Mantis
1989,Apr 20,May 20,Jackal
1989,May 21,Jun 21,Lemur
1989,Jun 22,Jul 21,Snail
1989,Jul 22,Aug 22,Fox
1989,Aug 23,Sep 22,Jellyfish
1989,Sep 23,Oct 23,Ladybug
1989,Oct 24,Nov 21,Anglerfish
1989,Nov 22,Dec 21,Tarantula
1989,Dec 22,Dec 31,Alligator
1990,Jan 01,Jan 19,Alligator
1990,Jan 20,Jan 26,Boa Constrictor
1990,Jan 27,Feb 19,Unicorn
1990,Feb 20,Mar 20,Gecko
1990,Mar 21,Apr 19,Hammerhead Shark
1990,Apr 20,May 20,Kangaroo
1990,May 21,Jun 21,Great White Shark
1990,Jun 22,Jul 21,Hermit Crab
1990,Jul 22,Aug 22,Hyena
1990,Aug 23,Sep 22,Giraffe
1990,Sep 23,Oct 23,Goose
1990,Oct 24,Nov 21,Dragonfly
1990,Nov 22,Dec 21,Dove
1990,Dec 22,Dec 31,Salmon
1991,Jan 01,Jan 19,Salmon
1991,Jan 20,Feb 14,Unicorn
1991,Feb 15,Feb 19,Handfish
1991,Feb 20,Mar 20,Leafy Seadragon
1991,Mar 21,Apr 19,Catfish
1991,Apr 20,May 20,Buffalo
1991,May 21,Jun 21,Centipede
1991,Jun 22,Jul 21,Duck
1991,Jul 22,Aug 22,Swan
1991,Aug 23,Sep 22,Flamingo
1991,Sep 23,Oct 23,Clownfish
1991,Oct 24,Nov 21,Panda
1991,Nov 22,Dec 21,Tortoise
1991,Dec 22,Dec 31,Mole
1992,Jan 01,Jan 19,Mole
1992,Jan 20,Feb 03,Handfish
1992,Feb 04,Feb 19,Dolphin
1992,Feb 20,Mar 20,Cheetah
1992,Mar 21,Apr 19,Gorilla
1992,Apr 20,May 20,Ostrich
1992,May 21,Jun 21,Seal
1992,Jun 22,Jul 21,Emperor Tamarin
1992,Jul 22,Aug 22,Ferret
1992,Aug 23,Sep 22,Penguin
1992,Sep 23,Oct 23,Axolotl
1992,Oct 24,Nov 21,Raven
1992,Nov 22,Dec 21,Roadrunner
1992,Dec 22,Dec 31,Woodpecker
1993,Jan 01,Jan 19,Woodpecker
1993,Jan 20,Jan 22,Dolphin
1993,Jan 23,Feb 19,Bird-of-Paradise
1993,Feb 20,Mar 20,Ocelot
1993,Mar 21,Apr 19,Goldfinch
1993,Apr 20,May 20,Beaver
1993,May 21,Jun 21,Parrot
1993,Jun 22,Jul 21,Iguana
1993,Jul 22,Aug 22,Peacock
1993,Aug 23,Sep 22,Corgi
1993,Sep 23,Oct 23,Pelican
1993,Oct 24,Nov 21,Owl
1993,Nov 22,Dec 21,Swordfish
1993,Dec 22,Dec 31,Bee
1994,Jan 01,Jan 19,Bee
1994,Jan 20,Feb 09,Bird-of-Paradise
1994,Feb 10,Feb 19,Chameleon
1994,Feb 20,Mar 20,Tarsier
1994,Mar 21,Apr 19,Doberman Pinscher
1994,Apr 20,May 20,Seagull
1994,May 21,Jun 21,Deer
1994,Jun 22,Jul 21,Pit Bull
1994,Jul 22,Aug 22,Shih Tzu
1994,Aug 23,Sep 22,Salamander
1994,Sep 23,Oct 23,Crane
1994,Oct 24,Nov 21,Octopus
1994,Nov 22,Dec 21,Golden Retriever
1994,Dec 22,Dec 31,Boxer
1995,Jan 01,Jan 19,Boxer
1995,Jan 20,Jan 30,Chameleon
1995,Jan 31,Feb 19,Pufferfish
1995,Feb 20,Mar 20,Zebra
1995,Mar 21,Apr 19,Dodo
1995,Apr 20,May 20,Wombat
1995,May 21,Jun 21,Cricket
1995,Jun 22,Jul 21,Lobster
1995,Jul 22,Aug 22,Quetzal
1995,Aug 23,Sep 22,Gazelle
1995,Sep 23,Oct 23,Marmot
1995,Oct 24,Nov 21,Squid
1995,Nov 22,Dec 21,Camel
1995,Dec 22,Dec 31,Spider
1996,Jan 01,Jan 19,Spider
1996,Jan 20,Feb 18,Pufferfish
1996,Feb 19,Feb 19,Meerkat
1996,Feb 20,Mar 20,Lemming
1996,Mar 21,Apr 19,Piranha
1996,Apr 20,May 20,Squirrel
1996,May 21,Jun 21,Chipmunk
1996,Jun 22,Jul 21,Seahorse
1996,Jul 22,Aug 22,Otter
1996,Aug 23,Sep 22,Mouse
1996,Sep 23,Oct 23,Vulture
1996,Oct 24,Nov 21,Anaconda
1996,Nov 22,Dec 21,Skunk
